Security;summary;description
0;intermittent network startup related errors in running junit nightly test suite   ;I intermitently get network startup related errors in running the nightly full test suite on my laptop  running XP  with a firewall and a VPN  I am not sure what if any of those environmental factors is causing it. I have been mostly ignoring the errors as it seemed like it usually was only one test. I my latest run it was more like  or . Ill append exact tests as a comment on this issue.To debug the problem I picked one  org.apache.derbyTesting.functionTests.tests.derbynet.NSSecurityMechanismTest and ran it in a loop. When I did this it failed everytime after the first one and the first one intermittently failed). When I bumped the WAIT_TIME up to  and the SLEEP_TIME to  injavatestingorgapachederbyTestingjunitNetworkServerTestSetup.java then the test passed everytime . In  runs theentire test took varying times from  minutes to  minutes  mostly in the  minute range.   
0;Expose existing autogenerated key functionality through more JDBC APIs in embedded mode.   ;Derby currently supports the following JDBC methods for autogenerated keys  Indicate that we want to retrieve autogenerated key values. Connection.prepareStatementString sql  int autoGeneratedKeys)  Statement.executeString sql  int autoGeneratedKeys)  Statement.executeUpdateString sql  int autoGeneratedKeys)   Retrieve the autogenerated values only applies to INSERT statements). ResultSet rs  Statement.getGeneratedKeys) The current implementation of getGeneratedKeys) internally maps to the IDENTITY_VAL_LOCAL) method  which means that Derbys implementation only returns generated keys for autoincrement columns no other default columns are supported). Further . The generated key result set only ever has a single column. This is because Derby only allows one autoincrement column per table. . The type of the single column in the result set will be DECIMAL ). This is defined by IDENTITY_VAL_LOCAL). . The generated key result set will only ever have a single row. This is because IDENTITY_VAL_LOCAL) only returns values that were assigned as the result of a single row INSERT statement using a VALUES clause. For a single row INSERT statement  at most one autoincrement value will be generated.All of that said  JDBC . also defines the following methods  which allow the user to explicitly indicate  via column position or column name  the columns for which the autogenerated keys should be made available Connection.prepareStatementString sql  String[] columnNames)  Connection.prepareStatementString sql  int[] columnIndexes)  Statement.executeString sql  String[] columNames)  Statement.executeString sql  int[] columIndexes)  Statement.executeUpdateString sql  String[] columnNames)  Statement.executeUpdateString sql  int[] columnIndexes) Derby currently throws a Feature not supported error for all of these methods. However  it seems like the above methods could be mapped onto the existing Derby behavior with relatively little effort in embedded mode). Most of the required code is already in place.Doing so would make it easier for applications that rely on the columnNames andor columnIndexes APIs to work with Derby assuming the app just wants generated keys for identity autoincrement) columns).Note that this Jira does not entail removing any of the restrictions nor changing any of the behavior outlined above. All of that will remain exactly as it is. This Jira simply exposes the existing functionality restrictions and all) through additional standard) API methods. In particular this means that any column specified by index position) or name must be an autoincrement column for the INSERT table  otherwise Derby should throw an error. Or put differently  a user who specifies a column nameposition will getin the absence of errorsthe exact same results as she would get from invoking the String sql  int autoGeneratedKeys) method.Note also This Jira is specifically for embedded mode. I think it would be harder to support these methods for Derby Client and so do not plan to address that.   
0;upgrade tests fail through BlobStoredProcedureTest and ClobStoredProcedureTest with JSR   ;The . upgrade tests Changes_.) add the ClobStoredProcedureTest and BlobStoredProcedureTest.class.However these tests should not run with JSR  for the stored procedures use DriverManager to obtain the default connection.This should be unimportant with JSR  because the procedures are internal procedures that are only intended to be exercised by client code  and clientserver is not currently supported with JSR.For reference  the stack trace is for example) like so) testClobGetLengthSPorg.apache.derbyTesting.functionTests.tests.jdbcapi.ClobStoredProcedureTest)java.sql.SQLException The exception java.lang.NoClassDefFoundError java.sql.DriverManager was thrown while evaluating an expression. at org.apache.derby.iapi.error.StandardException.newExceptionUnknown Source) at org.apache.derby.iapi.error.StandardException.unexpectedUserExceptionUnknown Source) at org.apache.derby.impl.services.reflect.DirectCall.invokeUnknown Source) at org.apache.derby.impl.sql.execute.RowResultSet.getNextRowCoreUnknown Source) at org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.getNextRowUnknown Source) at org.apache.derby.impl.jdbc.EmbedResultSet.movePositionUnknown Source) at org.apache.derby.impl.jdbc.EmbedResultSet.nextUnknown Source) at org.apache.derby.impl.jdbc.EmbedCallableStatement.executeStatementUnknown Source) at org.apache.derby.impl.jdbc.EmbedPreparedStatement.executeUpdateUnknown Source) at org.apache.derbyTesting.functionTests.tests.jdbcapi.ClobStoredProcedureTest.setUpClobStoredProcedureTest.java) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java) at junit.extensions.TestDecorator.basicRunTestDecorator.java) at junit.extensions.TestSetup.protectTestSetup.java) at junit.extensions.TestSetup.runTestSetup.java)   
0;Convert langdynamicLikeOptimization.sql to JUnit   ;   
0;upgrade test failures with weme ..   ;Since activating the upgrade tests for weme. and resolving some of the failures) I can now see  new error and  new failures. Some of these may warrant their own bug  some are probably caused by the initial problem.In the section below  Im skipping the junit.extensions.* part of the stack.)error) testProcedureSignatureorg.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_)java.sql.SQLException PROCEDURE GC already exists. at org.apache.derby.iapi.error.StandardException.newExceptionUnknown Source) at org.apache.derby.impl.sql.execute.CreateAliasConstantAction.executeConstantActionUnknown Source) at org.apache.derby.impl.sql.execute.MiscResultSet.openUnknown Source) at org.apache.derby.impl.sql.GenericPreparedStatement.executeUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeStatementUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeUnknown Source) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testProcedureSignatureChanges_.java) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) ....failures ) testProcedureSignatureorg.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_)junit.framework.AssertionFailedError Expected error XCL but no error was thrown. at org.apache.derbyTesting.junit.BaseJDBCTestCase.assertStatementErrorBaseJDBCTestCase.java) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testProcedureSignatureChanges_.java) at java.lang.reflect.AccessibleObject.invokeVAccessibleObject.java) at lt unknown classgt .lt unknown methodgt Unknown Source) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) ...) and  ) testOldVersionorg.apache.derbyTesting.functionTests.tests.upgradeTests.BasicSetup)junit.framework.AssertionFailedError Old minor driver) expectedlt gt  but waslt gt  at org.apache.derbyTesting.functionTests.tests.upgradeTests.BasicSetup.testOldVersionBasicSetup.java) at java.lang.reflect.AccessibleObject.invokeVAccessibleObject.java) at lt unknown classgt .lt unknown methodgt Unknown Source) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) ...)  ) and )  with a variation in originating line number in Changes_marked ) in the stack below).and expected error numbertestGrantRevokeStatementsorg.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_)  ) junit.framework.ComparisonFailure Unexpected SQL state. expectedlt ...Xgt  but waslt ...Zgt )junit.framework.ComparisonFailure Unexpected SQL state. expectedlt XCLgt  but waslt Zgt  at org.apache.derbyTesting.junit.BaseJDBCTestCase.assertSQLStateBaseJDBCTestCase.java) at org.apache.derbyTesting.junit.BaseJDBCTestCase.assertSQLStateBaseJDBCTestCase.java) at org.apache.derbyTesting.junit.BaseJDBCTestCase.assertStatementErrorBaseJDBCTestCase.java)  ) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testGrantRevokeStatementsChanges_.java)) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testGrantRevokeStatementsChanges_.java) at java.lang.reflect.AccessibleObject.invokeVAccessibleObject.java) at lt unknown classgt .lt unknown methodgt Unknown Source) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) ...Caused by java.sql.SQLException GRANT not allowed unless database property derby.database.sqlAuthorization has value TRUE. at org.apache.derby.iapi.error.StandardException.newExceptionUnknown Source) at org.apache.derby.impl.sql.compile.SQLParser.checkSqlStandardAccessUnknown Source) at org.apache.derby.impl.sql.compile.SQLParser.grantStatementUnknown Source) at org.apache.derby.impl.sql.compile.SQLParser.StatementPartUnknown Source) at org.apache.derby.impl.sql.compile.SQLParser.StatementUnknown Source) at org.apache.derby.impl.sql.compile.ParserImpl.parseStatementUnknown Source) at org.apache.derby.impl.sql.GenericStatement.prepMinionUnknown Source) at org.apache.derby.impl.sql.GenericStatement.prepareUnknown Source) at org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.prepareInternalStatementUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeUnknown Source) at org.apache.derby.impl.jdbc.EmbedStatement.executeUnknown Source) at org.apache.derbyTesting.junit.BaseJDBCTestCase.assertStatementErrorBaseJDBCTestCase.java)  ) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testGrantRevokeStatementsChanges_.java)) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testGrantRevokeStatementsChanges_.java) at at java.lang.reflect.AccessibleObject.invokeVAccessibleObject.java) ...  more)  ) and ) testDatabaseOwnerChangeorg.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_)junit.framework.ComparisonFailure AUTHORIZATIONID not valid for SYSIBM expectedlt DBAgt  but waslt APPgt  at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.checkSystemSchemasOwnerChanges_.java) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testDatabaseOwnerChangeChanges_.java) at java.lang.reflect.AccessibleObject.invokeVAccessibleObject.java) at lt unknown classgt .lt unknown methodgt Unknown Source) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) ...)   ) and )testPolicyReloadingProcedureorg.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_)junit.framework.AssertionFailedError Reloading results. expectedlt falsegt  but waslt truegt  at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.tryReloadingChanges_.java) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.assertPolicyReloaderDoesNotExistChanges_.java) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testPolicyReloadingProcedureChanges_.java) at java.lang.reflect.AccessibleObject.invokeVAccessibleObject.java) at lt unknown classgt .lt unknown methodgt Unknown Source) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) ...) testImportExportLobsProceduresorg.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_)junit.framework.AssertionFailedError Expected error Y but no error was thrown. at org.apache.derbyTesting.junit.BaseJDBCTestCase.assertStatementErrorBaseJDBCTestCase.java) at org.apache.derbyTesting.functionTests.tests.upgradeTests.Changes_.testImportExportLobsProceduresChanges_.java) at java.lang.reflect.AccessibleObject.invokeVAccessibleObject.java) at lt unknown classgt .lt unknown methodgt Unknown Source) at org.apache.derbyTesting.junit.BaseTestCase.runBareBaseTestCase.java) ...   
0;Convert jdbcapiparameterMetaDataJdbc.java to JUnit   ;Convert jdbcapiparameterMetaDataJdbc.java to JUnit.   
0;Errorsmessages early in starting the network server through NetworkServerControl.start) are not reported to the PrintWriter passed into start).   ;Cause seems to be not calling setLogWriter) in NetworkServerControlImpl.start) before calling startNetworkServer.   
0;performance of like in territory based collation databases may be improved by changing way collation elements are calculated.   ;WorkHorseForCollatorDatatypes.java has a method getCollationElementsForString) which currently getscalled when processing like clauses in databases that have been created with territory based collation  this isnot an issue in pre. databases or post . default databases.getCollationElementsForString gets the collation elements for the entire value of the String held bythe datatype using the class.If you take the case of pattern A and the value of datatype is BXXXXXXXXXXXXXXXXXXXXXXX  then it would have been better to better to get collation elements one character of the String value at a timeto avoid the process of getting collation elements for the entire string when we dont really need it One could imagine this might have a huge performance impact on running like against a long clob wherethe like pattern has leading fixedlength pattern to match.Comments on this from Dan and Dag can be found in DERBY.   
0;If large clob is updated after Reader. the reader continues to point to old data   ;If a Reader is fetched from a large clob obtained from ResultSet) a reader linked to the dvd stream is returned once a set method is called on it the clob data is materialized in control class but the Reader returned previously continues to point to old data.   
0;Ensure that a temporary file is not created for a lob obtained from resultset unless user updates it.   ;Currently LOBStreamControl has a buffer limit of k if the lob is larger than this a temporary file is created. Ensure that lob data is kept in memory unless user start to update it.   
0;Implement not implemented Embedded methods Blob.getBinaryStreamlong pos  long length) and Clob. getCharacterStreamlong pos  long length)   ;The following methods were introduced in the java.sql.Clob and java.sql.Blob interface as part of JDBC . and need to be implemented.ClobgetCharacterStreamlong pos  long length)BlobgetBinaryStreamlong pos  long length)The implementation on the Network Client is already done as part of Derby   
0;LIKE parameter marker combined with index multiprobing leads to ASSERT failure with sane jars  wrong results with insane jars.   ;In cases where the optimizer chooses to do index multiprobing for an IN list DERBY)  the presence of a LIKE condition whose argument is a parameter marker leads to an ASSERTion failure with sane jars. With insane jars  the same query returns incorrect results it only returns rows matching the first argument in the IN list).As an example  if we have the following DDL create table ct i int  c char)  c char))  insert into ct values                   insert into ct values                       insert into ct select  * i from ct  insert into ct select  * i from ct  update ct set c  casti as char))  update ct set c  c || c  create index idx on ct c  c) Then we see the following results  This one works.select i c c from ct where c in  ) and c like  order by i   These all work  too.prepare p as select i c c from ct where c in  ) and c like  execute p prepare p as select i c c from ct where c in ? ?) and c like  execute p using values   )   But these all fail. Something about having a parameter in the LIKE is triggering the assertion...prepare p as select i c c from ct where c in ? ?) and c like ? order by i execute p using values     ) prepare p as select i c c from ct where c in ? ?) and c like ? execute p using values     ) prepare p as select i c c from ct where c in  ) and c like ? execute p using values ) prepare p as select i c c from ct where c in  ?) and c like ? execute p using values   ) The actual assertion is thrown because multiprobing expects the start and stop keys to be same value. But something about the LIKE parameter violates that expectationERROR XJ Java exception ASSERT FAILED All multiprobing result sets are expected to have a single key that is both the start key AND the stop key  but that is not the case. org.apache.derby.shared.common.sanity.AssertFailure.This is a regression introduced by the DERBY changes  everything runs fine in . and earlier.   
0;jdbcapimetadata.java and jdbcapiodbc_metadata.java fail because of new procedure SYSCS_UTIL SYSCS_GET_USER_ACCESS   ;The following failure occurs with Rev   likely due to checkin of DERBYfailure Details                 Diff file derbyallderbylangmetadata.diff             Start metadata jdk.._ derbyallderbylang   ***agt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxagt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxagt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxagt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxa gt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS    VARCHAR   null null  null   YES xxxxGENERATEDIDxxxx  gt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS USERNAME   VARCHAR   null null  null   YES xxxxGENERATEDIDxxxx  Test Failed. End metadata jdk.._ derbyallderbylang   ***            Diff file derbyallderbylangodbc_metadata.diff             Start odbc_metadata jdk.._ derbyallderbylang   ***agt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxagt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxagt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxagt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS org.apache.derby.catalog.SystemProcedures.SYSCS_GET_USER_ACCESS xxxxGENERATEDIDxxxxa gt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS    VARCHAR   null null  null   YES xxxxGENERATEDIDxxxx  gt  null SYSCS_UTIL SYSCS_GET_USER_ACCESS USERNAME   VARCHAR   null null  null   YES xxxxGENERATEDIDxxxx  Test Failed. End odbc_metadata jdk.._ derbyallderbylang   ***   
0;testLoadJavaClassIndirectly  als fails on JVM . with Unexpected SQL state. expected but was  Jar file MY_JAVA already exists in Schema EMC   ;) testLoadJavaClassDirectlyorg.apache.derbyTesting.functionTests.tests.lang.DatabaseClassLoadingTest)java.sql.SQLException Jar file MY_JAVA already exists in Schema EMC.) testLoadJavaClassDirectlyorg.apache.derbyTesting.functionTests.tests.lang.DatabaseClassLoadingTest)java.sql.SQLException Jar file MY_JAVA already exists in Schema EMC.) testLoadJavaClassDirectlyorg.apache.derbyTesting.functionTests.tests.lang.DatabaseClassLoadingTest)java.sql.SQLException Jar file MY_JAVA already exists in Schema EMC.) testLoadDerbyClassIndirectlyorg.apache.derbyTesting.functionTests.tests.lang.DatabaseClassLoadingTest)java.sql.SQLException Jar file MY_JAVA already exists in Schema EMC.) testLoadJavaClassIndirectlyorg.apache.derbyTesting.functionTests.tests.lang.DatabaseClassLoadingTest)junit.framework.ComparisonFailure Unexpected SQL state. expectedlt   gt  but waslt  XJ gt See e.g.httpdbtg.thresher.comderbytestDailyjvm.testingLimitedtestSummary.htmlhttpdbtg.thresher.comderbytesttrunkjvmAlltestingLimitedtestSummary.html   
0;org.apache.derby.impl.drda.DDMWriter might swallow unexpected exceptions   ;Some methods in org.apache.derby.impl.drda.DDMWriter catch Exception and print a message about unsupported encoding. They should instead catch the specific exception UnsupportedEncodingException and let all other exceptions propagate up the call stack.   
1;Client connections should not fail if permission is not granted to read derby.client.traceLevel  and derby.client.traceDirectory   ;Running the . network server tests with the . server  most tests fail withAccessControlException Access denied java.util.Property derby.client.traceLevel readdue to DERBY. This can break existing applications that dont have this permission and should be a nonfatal warning if permission is not granted.   
0;testBlobAfterCommit....jdbcapi.BlobClobBlobTest) fails with Unexpected SQL state. expected but was   ;testBlobAfterCommitorg.apache.derbyTesting.functionTests.tests.jdbcapi.BlobClobBlobTest)junit.framework.ComparisonFailure Unexpected SQL state. expectedlt XJ  gt  but waslt XJ  gt after r  DERBYSee httpdbtg.thresher.comderbytesttinderbox_trunkjvm.testingtestlogSunOS._ipciorg.apache.derbyTesting.functionTests.suites.All_diff.txt   
0;ij describe built in command cannot describe a table named run   ;steps to duplicateattach ij to any database)ijgt  create table run i int)  rows insertedupdateddeletedijgt  desc run ERROR X Syntax error Encountered desc at line   column .ijgt  I think this is a parser problem within ij where the run is taken as a token and that token is not included in the definition of a tablename expression in the grammer should be an easy fix).   
0;make entry for clob in connection so that temporary file is removed when a connection is closed or transaction is commitedrolledback   ;   
0;DatabaseMetaData .locatorsUpdateCopy) should return true   ;Since updates made to a BLOB or CLOB value in Derby is made on a copy  DatabaseMetaData .locatorsUpdateCopy) call should return true. For the embedded driver the functionality to update a LOB value is new in .. For the client driver  updates have been possible in prior releases  and locatorsUpdateCopy) has returned false. That behavior was wrong since the client updated a mainmemory copy  not the values in the database. For .  the client will use a locator based implementation which will rely on the behavior of the embedded driver. Hence  locatorsUpdateCopy) should return true in both cases.   
1;Obscure error messages when using SSL in various combinations   ;I ran clients with various ssl configurations on their urls and startup options against servers with various ssl configurations. I will attach an html file recording my results. I feel that many of the error conditions raised diagnostics which were too obscure to be helpful. I think this will be burdensome to tech support.   
0;ASSERT failure with sane build if DISTINCT and ORDER BY are present in a query that selects from a diagnostic table function.   ;Attempts to execute the following query will lead to an ASSERT failure with sane jarsijgt  select distinct * from tablesyscs_diag.space_tableT)) X order by  ERROR XJ Java exception ASSERT FAILED markOrderingDependent) not expected to be called for org.apache.derby.impl.sql.compile.FromVTI org.apache.derby.shared.common.sanity.AssertFailure.Stack trace is at org.apache.derby.shared.common.sanity.SanityManager.THROWASSERTSanityManager.java) at org.apache.derby.shared.common.sanity.SanityManager.THROWASSERTSanityManager.java) at ResultSetNode.markOrderingDependentResultSetNode.java) at SingleChildResultSetNode.markOrderingDependentSingleChildResultSetNode.java) at SingleChildResultSetNode.markOrderingDependentSingleChildResultSetNode.java) at SingleChildResultSetNode.markOrderingDependentSingleChildResultSetNode.java) at SelectNode.genProjectRestrictSelectNode.java) at SelectNode.modifyAccessPathsSelectNode.java) at SingleChildResultSetNode.modifyAccessPathsSingleChildResultSetNode.java) at DMLStatementNode.optimizeStatementDMLStatementNode.java) at CursorNode.optimizeStatementCursorNode.java)I was able to avoid this by adding an empty implementation of markOrderingDependent to the FromVTI class  so thats probably the fix that I will post after looking a bit more closely at the code to see if this makes sense).   
0;calling getByteLength on org.apache.derby.impl.jdbc.StoreStreamClob makes BinaryStream  fetched before this call  unusable   ;StoreStreamClob.getByteLength first resets the internal stream and then reads the entire stream. Due to this any read on Stream obtained by StoreStreamClob.getRawByteStream returns .StoreStreamClob is a read only InternalClob  so probably keeping the length in a variable will be good idea.   
0;Assessing blob when its linked to DVD stream  ie large blob) corrupts stream fetched prior to this access.   ;   
0;ij doesnt start with JME  JSR  weme. because attempting to find java.sql.Driver if ij.protocol property is specified   ;When starting ij with the following commandij jclfoun Xbootclasspathalt path_to_jdbc.jargt  org.apache.derby.tools.ij p derby.propertiesand derby.properties contains the followingij.databasejdbcderbybladb createtrueij.protocoljdbcderbyij.showNoConnectionsAtStarttrueij.showNoCountForSelecttrue DataSource properties  only used if ij.dataSource is setij.dataSource.databaseNamebladbij.dataSource.createDatabasecreateij.dataSourceorg.apache.derby.jdbc.EmbeddedSimpleDataSourceij does not start and instead gives the following stack traceException in thread main java.lang.NoClassDefFoundError java.sql.Driver at java.lang.ClassLoader.defineClassImplNative Method) at java.lang.ClassLoader.defineClassClassLoader.java) at java.security.SecureClassLoader.defineClassSecureClassLoader.java) at java.net.URLClassLoader.findClassImplURLClassLoader.java) at java.net.URLClassLoader.runURLClassLoader.java) at java.security.AccessController.doPrivilegedAccessController.java) at java.net.URLClassLoader.findClassURLClassLoader.java) at com.ibm.oti.vm.URLSystemClassLoader.findClassURLSystemClassLoader.java) at java.lang.ClassLoader.loadClassClassLoader.java) at com.ibm.oti.vm.URLSystemClassLoader.loadClassURLSystemClassLoader.java) at java.lang.ClassLoader.loadClassClassLoader.java) at java.lang.Class.forNameImplNative Method) at java.lang.Class.forNameClass.java) at org.apache.derby.impl.tools.ij.util.loadDriverutil.java) at org.apache.derby.impl.tools.ij.util.loadDriverIfKnownutil.java) at org.apache.derby.impl.tools.ij.util.startJBMSutil.java) at org.apache.derby.impl.tools.ij.util.startJBMSutil.java) at org.apache.derby.impl.tools.ij.ConnectionEnv.initConnectionEnv.java) at org.apache.derby.impl.tools.ij.utilMain.initFromEnvironmentutilMain.java) at org.apache.derby.impl.tools.ij.Main.lt initgt Main.java) at org.apache.derby.impl.tools.ij.Main.getMainMain.java) at org.apache.derby.impl.tools.ij.Main.mainCoreMain.java) at org.apache.derby.impl.tools.ij.Main.mainMain.java) at org.apache.derby.tools.ij.mainij.java)The properties file is an example of the old test harness properties files. The test harness would get sql scripts tested with JME by stripping away the ij.protocol and ij.database specifications.In another bug  DERBY  it was suggested ij.protocol be blanked out in toolsijutil.java?) with JME.Another approach would be to check for ij.protocol or ij.database setting when we have a datasource and were using JME.   
0;Error messages for deadlocks contain less information than in .   ;In .  an error message for a deadlock would look like thisERROR  A lock could not be obtained due to a deadlock  cycle of locks and waiters isLock  ROW  T    Waiting XID    S}   APP  select * from t where id   Granted XID    X} Lock  ROW  T    Waiting XID    S}   APP  select * from t where id   Granted XID    X} . The selected victim is XID  .On trunk  the same deadlock would be reported asjava.sql.SQLException A lock could not be obtained due to a deadlock  cycle of locks and waiters isLock  ROW  T    Waiting XID  org.apache.derby.impl.services.locks.LockSpace@d  S}  Granted XID  org.apache.derby.impl.services.locks.LockSpace@dabf  X} Lock  ROW  T    Waiting XID  org.apache.derby.impl.services.locks.LockSpace@dabf  S}  Granted XID  org.apache.derby.impl.services.locks.LockSpace@d  X} . The selected victim is XID  org.apache.derby.impl.services.locks.LockSpace@d.That is  the transaction id and the failing statement are not shown.   
0;Rewrite ClobUpdatableReader constructors   ;When the fix for DERBY is in place  the current implementation of ClobUpdateableReader will fail.This patch is a preparation for the mentioned issue  and I have also removed some internal package private) methods from EmbedClob and replaced it with a single one. Instead of writing methods that forwards calls to the underlying InternalClob  the method getInternalClob will return the internal clob itself. This seems more in place  since the method getByteLength does not belong in EmbedClob. It also comes with a warning that using the reference to the internal clob object requires the caller to take more care. Second  isWritable) does not belong to EmbedClob either  as a Clob is always writable unless the databaseconnection itself is readonly). However  the internal clob representation may be readonly  in case EmbedClob must clone the content and create a writable representation.The fix leaves more of the handling of implementation details to the InternalClob itself.   
0;Improve error reporting  fix whitespaceformatting issues and replace tabs in UTFReader   ;I plan to do the following changes to UTFReader Improve the error reporting when hitting a UTF decoding error currently an UTFDataFormatException with no message). This might also lead to deleting one helper method for generating an exception the one with no message). Improve error reporting for trying to use the reader after it has been closed currently an IOException with no message). Remove trailing spaces  and add a few newlines here and there. Replace tabs in the file with spaces.Now  the last point can be discussed  but here are my arguments for doing it The file now has a mix of tabs and spaces but still more tabs). Spaces are the preferredrequired method of indentation. I want to get it fixed before the branch is cut  which makes it easier to port fixes from trunk.NEXT to .. If I dont make it for .  I wont do it. I dont see it as very likely that we will backport major fixes to this class on the . branch. If we have to  I will volunteer  Since so much else of the Clob infrastructure has changed recently  this seems like a good time to do the cleanup.Please raise your concern as soon as possible if you want to veto these changes. I do plan to commit them tomorrow.   
0;Rename ClobStreamControl to TemporaryClob   ;Since the original submission  the situation has changed quite a lot and the original name no longer fits as well as it did before.The class is changed to TemporaryClob  signalling that the Clob object is living temporarily outside the database. This is true for all scenarios  except for small Clobs that are stored as nonstream objects in the database. The general contract is that as soon as a change is made to the Clob  it becomes a temporary Clob. Unless the user reinserts the Clob i.e. updateRow  updateClob  execute)  the changes will be lost. This is also true for Clobs created with Connection.createClob. If it is not explicitly inserted into the database  it is lost.   
0;ParameterMetaDataJdbc fails for weme.  which prevents rest of suites.All from completing.   ;With the addtion of the ParameterMetaDataJdbc JUnit test DERBY)  suites.All has been failing with weme.. It turns out the that new ParameterMetaDataJdbcTest fails with the following error Failed to invoke suite)java.lang.NoClassDefFoundError java.sql.ParameterMetaData which prevents suites.All from continuing and thus no results can be gathered.It might be good to disable the test for weme. at least in the short term so that rest of suites.All can run cleanly again. Not sure if thats a complete solution or just a temporary one until the test can be fixed...   
