Security;summary   ;description   
0;Broken failure reporting via DefaultProucerTemplate asyncCallback and Synchronization onFailure   ;The recent change in ProducerCache sendProducerCache java public void send Endpoint endpoint  Exchange exchange    try   sendExchange endpoint  null  null  exchange    RECENT CHANGE HERE    ensure that CamelExecutionException is always thrown if  exchange getException   !  null    exchange setException wrapCamelExecutionException exchange  exchange getException          catch  Exception e    throw wrapCamelExecutionException exchange  e      that throws a CamelExecutionException if exchange getException is not null  makes it impossible for DefaultProducerTemplate asyncCallback to report failures  other than fault messages  asynchronously via Synchronization onFailureDefaultProducerTemplate java public Futurelt Exchangegt  asyncCallback final Endpoint endpoint  final Exchange exchange  final Synchronization onCompletion    Callablelt Exchangegt  task   new Callablelt Exchangegt      public Exchange call   throws Exception    FIXME   exception is thrown in Camel   where a normal return with answer getException !  null was done in Camel   Exchange answer   send endpoint  exchange   if  answer isFailed      onCompletion onFailure answer     else          return answer             This was working in Camel    but unfortunately there wasn't any test case for it   I attached a patch for DefaultProducerTemplateAsyncTest that demonstrates the problem  I didn't commit a fix yet because I'm unsure at the moment about the best way to fix that  Of course I tried a naive fix in the DefaultProducerTemplate asyncCallback methods which causes the test  in the patch  to pass but I'd like to hear other opinions before I continue    
0;StreamProducer does not close stream in camelstream   ;Since the stream could be System out or System err  the producer does not close the stream ever  It should close all streams with the noted exceptions    
0;org apache camel component test package is imported in camelspring component  generates error on OSGI platform   ;[ ] [Installed ] [ ] [ ] camelspring     SNAPSHOT karaf@rootgt  start Error executing command   Unresolved constraint in bundle org apache camel camelspring []   Unable to resolve     missing requirement [ ] package   amp  package org apache camel component test  versiongt      ! versiongt         [ ] package   amp  package org apache camel component test  versiongt      ! versiongt       karaf@rootgt  headers camelspring   BndLastModified   BuildJdk     _BuiltBy   CharlesmBundleActivator   org apache camel osgi ActivatorBundleDescription   Camel Spring supportBundleDocURL   http  www apache orgBundleLicense   http  www apache orglicensesLICENSE  txtBundleManifestVersion   BundleName   camelspringBundleSymbolicName   org apache camel camelspringBundleVendor   The Apache Software FoundationBundleVersion      SNAPSHOTCreatedBy   Apache Maven Bundle PluginExportPackage   org apache camel spring spi uses   'org springframework context org apache camel spi org springframework beans factory org apache camel org springframework beans factory config org apache camel builder org springframework transaction org apache commons logging org apache camel processor exceptionpolicy org apache camel processor org apache camel util org apache camel model org springframework transaction support' version '   SNAPSHOT' org apache camel spring util uses   'org apache camel org springframework context org apache camel util org apache commons logging org springframework beans factory org springframework util' version '   SNAPSHOT' org apache camel spring remoting uses   'org apache camel util org springframework remoting support org apache camel component bean org apache camel org springframework beans org springframework context org apache camel spi org apache camel spring util org springframework beans factory' version '   SNAPSHOT' org apache camel spring uses   'org apache camel impl org apache camel util org apache commons logging org apache camel org springframework beans org springframework context org springframework util org springframework beans factory config org apache camel spring util javax xml bind annotation org springframework beans factory org apache camel builder org apache camel model dataformat org springframework context event org apache camel model config org apache camel model org apache camel spi org apache camel spring spi org apache camel view org springframework context support org apache camel spring handler javax xml bind org apache camel component bean org apache camel component event org springframework transaction org springframework transaction support' version '   SNAPSHOT' org apache camel spring handler uses   'org springframework beans factory support org springframework core org springframework util org springframework beans factory xml org wc dom org springframework beans org springframework beans factory config org springframework beans factory parsing org apache camel model dataformat org apache camel model config org apache camel util org apache camel model org apache camel spring javax xml bind org springframework beans factory org apache camel view org apache commons logging org apache camel model loadbalancer org apache camel builder xml org apache camel spring remoting org apache camel spi org apache camel org apache camel model language org apache camel processor' version '   SNAPSHOT' org apache camel osgi uses   'org osgi framework org apache camel impl org springframework osgi context org apache commons logging javax xml bind annotation org springframework context org apache camel spring org apache camel model org apache camel model loadbalancer org apache camel org apache camel model language org springframework beans factory xml org apache camel model dataformat org apache camel spring handler org apache camel model config org apache camel spi' version '   SNAPSHOT' org apache camel component uses   'org apache camel impl org apache commons logging org springframework core io org apache camel org apache camel converter org apache camel spi' version '   SNAPSHOT' org apache camel component event uses   'org apache camel org springframework context org apache camel impl org springframework beans org apache camel util org apache camel processor loadbalancer' version '   SNAPSHOT' org apache camel component test uses   'org apache camel impl org apache camel util org apache camel org apache commons logging org apache camel component mock' version '   SNAPSHOT' org apache camel component validator uses   'javax xml transform org springframework core io javax xml transform stream org apache camel processor validation org apache camel impl org apache camel component org apache commons logging org apache camel' version '   SNAPSHOT' org apache camel component xslt uses   'org apache camel impl org apache camel component org apache commons logging org apache camel org springframework core io org apache camel builder xml org apache camel util javax xml transform org apache camel converter jaxp org apache camel spi' version '   SNAPSHOT'IgnorePackage   org apache camel spring remoting org apache camel component org apache camel component validator org apache camel component xslt org apache camel spring spi org apache camel spring org apache camel osgi org apache camel spring handler org apache camel component event org apache camel spring utilImplementationTitle   Camel      SpringImplementationVendor   The Apache Software FoundationImplementationVendorId   org apache camelImplementationVersion    SNAPSHOTImportPackage   javax xml bind javax xml bind annotation javax xml bind annotation adapters javax xml transform javax xml transform stream org apache camel version '[      ' org apache camel builder version '[      ' org apache camel builder xml version '[      ' org apache camel component bean version '[      ' org apache camel component mock version '[      ' org apache camel component properties version '[      ' org apache camel component test version '[      ' org apache camel converter version '[      ' org apache camel converter jaxp version '[      ' org apache camel impl version '[      ' org apache camel impl converter version '[      ' org apache camel management version '[      ' org apache camel model version '[      ' org apache camel model config version '[      ' org apache camel model dataformat version '[      ' org apache camel model language version '[      ' org apache camel model loadbalancer version '[      ' org apache camel processor version '[      ' org apache camel processor exceptionpolicy version '[      ' org apache camel processor interceptor version '[      ' org apache camel processor loadbalancer version '[      ' org apache camel processor validation version '[      ' org apache camel spi version '[      ' org apache camel util version '[      ' org apache camel view version '[      ' org apache commons logging org osgi framework version '[   ' org osgi util tracker version '[   ' org springframework beans version '[   ' org springframework beans factory version '[   ' org springframework beans factory config version '[   ' org springframework beans factory parsing version '[   ' org springframework beans factory support version '[   ' org springframework beans factory xml version '[   ' org springframework context version '[   ' org springframework context event version '[   ' org springframework context support version '[   ' org springframework core version '[   ' org springframework core io version '[   ' org springframework osgi context version '[   ' org springframework remoting support version '[   ' org springframework transaction version '[   ' org springframework transaction support version '[   ' org springframework util version '[   ' org wc domManifestVersion    SpecificationTitle   Camel      SpringSpecificationVendor   The Apache Software FoundationSpecificationVersion    SNAPSHOTTool   Bnd     
0;java util ConcurrentModificationException in Method org apache camel util CaseInsensitiveMap putAll     ;Every now and then I'm facing the ConcurrentModificationException  It very hard to reproduce  This is my stack trace  Failed delivery for exchangeId   babccaaafba  Exhausted after delivery attempt    caught   java util ConcurrentModificationExceptionjava util ConcurrentModificationException   null at java util HashMap$HashIterator nextEntry HashMap java     na    _  at java util HashMap$KeyIterator next HashMap java     na    _  at org apache camel util CaseInsensitiveMap putAll CaseInsensitiveMap java     camelcore   jar      at org apache camel impl MessageSupport copyFrom MessageSupport java     camelcore   jar      at org apache camel impl DefaultMessage copyFrom DefaultMessage java     camelcore   jar      at org apache camel util ExchangeHelper copyResults ExchangeHelper java     camelcore   jar      at org apache camel processor Pipeline process Pipeline java     camelcore   jar      at org apache camel processor DelegateProcessor processNext DelegateProcessor java     camelcore   jar      at org apache camel processor ChoiceProcessor process ChoiceProcessor java     camelcore   jar      at org apache camel management InstrumentationProcessor process InstrumentationProcessor java     camelcore   jar      at org apache camel processor DelegateProcessor processNext DelegateProcessor java     camelcore   jar      at org apache camel processor DelegateProcessor proceed DelegateProcessor java     camelcore   jar      at org apache camel processor interceptor TraceInterceptor process TraceInterceptor java     camelcore   jar      at org apache camel management InstrumentationProcessor process InstrumentationProcessor java     camelcore   jar      at org apache camel processor RedeliveryErrorHandler processExchange RedeliveryErrorHandler java     camelcore   jar      at org apache camel processor RedeliveryErrorHandler processErrorHandler RedeliveryErrorHandler java     camelcore   jar      at org apache camel processor RedeliveryErrorHandler process RedeliveryErrorHandler java     camelcore   jar      at org apache camel processor DefaultErrorHandler process DefaultErrorHandler java     camelcore   jar      at org apache camel processor DefaultChannel process DefaultChannel java     camelcore   jar      at org apache camel processor Pipeline process Pipeline java     camelcore   jar      at org apache camel processor UnitOfWorkProcessor processNext UnitOfWorkProcessor java     camelcore   jar      at org apache camel processor DelegateProcessor process DelegateProcessor java     camelcore   jar      at org apache camel management InstrumentationProcessor process InstrumentationProcessor java     camelcore   jar      at org apache camel component http CamelServlet service CamelServlet java     camelhttp   jar      at javax servlet http HttpServlet service HttpServlet java     javaee jar       Looks like CaseInsensitiveMap isn't enough thread save  But I have no idea what other thread is modifies the map  Most of the time everything is ok    
0;Upgrade to JCR  x   ;cameljcr is based on  x  We should upgrade to  x which takes a bit of pain due API changes and the likes    
0;Upgrade to HawtDB     ;   
0;When polling consumers is shutdown  do less verbose logging for rollback strategies   ;To avoid logs having stacktraces or the likes which was caused by shutting down the application See nabblehttp  camel  n nabble comCamelShutdownExceptiontpp html   
0;JmsProducer should support non blocking routing engine   ;The JMS component is the most complex  and we left out improvements on purpose as we wanted   out before Now its time to let the JmsProducer in requestreply mode leverage async processing so threads are not blocked while waiting for reply    
0;onException not working correctly when using routeContext   ;When using a routeContext  the last  in the xmlfile  defined routescoped lt onExceptiongt  configuration is shared by the other routes in the context http  camel  n nabble compossibleonExceptionbugwhenusingrouteContexttd htmla   
0;java net SocketException   Too many open files with Apache Camel Netty TCP        ;I've got a unit test that works fine with Apache Camel     but as soon as I upgraded to    it consistently started to fail It performs a number of concurrent requests using this url  netty  tcp  localhost  ?sync trueIn both the client and server side of the unit test There's also a sister test which does the same thing with Netty directly and that works in isolation  so it would appear something has been broken in the transition to     Previously this code was also using a beta version of Netty  but even updating that specific dependency has made no difference    
1;FtpComponent   If login fails and disconnect true another connection is opened    ;In a route such as below a second connection to the ftp server is opened if the login fails lt routegt   lt from uri 'ftp  localhostinbox?username usramp password pwdamp disconnect trueamp consumer delay samp maximumReconnectAttempts ' gt   lt to uri 'file  test_data' gt  lt routegt  Further description   http  camel  n nabble comFTPTryloginonceanddisconnectiffailuretd htmla   
0;cameljpa doesn't use EntityManager merge entity  in the right way   ;The EntityManager merge entity  method returns the merged entity  The exchange in message body should be updated with the merged entity  what cameljpa currently not do  I running into this problem  because after saving an entity in the database  the id field was still null  So  we don't know  which entity in the database is the corresponding to this entity    Have a look in the process method of JpaProducer and the Java doc from the EntityManager Christian   
0;DefaultHttpBinding's populateRequestParameters should be more flexible when checking the content type on POST   ;Line  in DefaultHttpBinding checks if the request's method is POST and the content type is 'applicationxwwwformurlencoded'  This unfortunately fails to populate the request parameters of a POST request where the content type includes the charset  e g  'applicationxwwwformurlencoded  charset UTF'  Could the equals be changed to startsWith?   
0;IllegalStateException in CamelContinuationServlet under heavy load   ;Reason is a race between continuation suspend   and continuation resume    It can occur that continuation resume   is executed before continuation suspend   leading to an IllegalStateException thrown by Jetty  java lang IllegalStateException   DISPATCHED initial at org eclipse jetty server AsyncContinuation dispatch AsyncContinuation java    at org eclipse jetty server AsyncContinuation resume AsyncContinuation java    at org apache camel component jetty CamelContinuationServlet$ done CamelContinuationServlet java    at org apache camel management InstrumentationProcessor$ done InstrumentationProcessor java    at org apache camel processor UnitOfWorkProcessor$ done UnitOfWorkProcessor java    at org apache camel processor DefaultChannel$ done DefaultChannel java    at org apache camel processor RedeliveryErrorHandler$ done RedeliveryErrorHandler java    at org apache camel management InstrumentationProcessor$ done InstrumentationProcessor java    at org apache camel management InstrumentationProcessor$ done InstrumentationProcessor java   This is the case when an async completion callback is faster than the thread that is concurrently executing the if  continuation isInitial    block  I'll commit a fix soon that also follows the recommendations in http  wiki eclipse orgJettyFeatureContinuations to always call continuation suspend   before registering the continuation with a callback handler    
0;Add removeEndpoints to CamelContext   ;It should support uri patterns so you can remove all endpoints using wild cards etc removeEndpoints 'activemq  queue  foo*' removeEndpoints 'ftp  *'    
0;Enable the deletion of routes via REST in camelweb   ;The camelweb allows a user to deploy and manipulate routes It seems currently impossible to delete routes through camelweb A delete operation on the route to be deleted would complete the REST interface   http  en wikipedia orgwikiRepresentational_State_TransferRESTful_web_servicese g   RouteResource java@Delete public void removeRoute     getCamelContext   removeRouteDefinition this name       
0;Adding routes straight from XML should have Camel prepare the RouteDefintion as its done like in camelspring   ;camelspring does some preparation on the XML routes before they are added to CamelContext When end users loads the XML routes themself using JAXB and add it straight to CamelContext  we should let camelcore prepare the routes as well    
0;Velocity  Let it be able to load resources from both classpath and file system out of the box   ;See this blog entryhttp  www thedwick combloghowtoincludeothervelocitytemplatesfromapachecamelWe should pre configure Velocity to use both type of resource loaders    
0;provide an optional interface Endpoints can provide to generate a simple String ID which can be used within the class loader to make JMX  REST APIs simpler to avoid having to encode large URIs   ;rather than taking the URI and encoding it  it would be nice if endpoints could just generate their own unique ID on construction  then we don't have lifecycle issues of keeping track of endpoints coming and going and maintaining a parallel map of Endpoint gt  ID etc  We could use the same ID when registering endpoints with JMX etc   
0;Flatpack component    unable to set the delimiter parameter in spring config file   ;It's not possible to set the delimiter parameter in spring configuration file or I don't find the way to do it !For example    lt route id 'routeA'gt  lt from uri 'file  srctestresourcescsv?move doneamp fileName testfileRouteA csv' gt  lt to uri 'flatpack  delim  METAINFDelimited pzmap xml?delimiter  ' gt lt routegt I get the following error   Exception in thread 'main' org apache camel RuntimeCamelException   org apache camel FailedToCreateRouteException   Failed to create route routeA at   gt gt gt  To flatpack  delim  METAINFDelimited pzmap xml?ignoreFirstRecord falseamp splitRows trueamp delimiter    lt lt lt  in route   Route[[From[file  srctestresourcescsv?move doneamp fileName     because of Failed to resolve endpoint   flatpack  delim  METAINFDelimited pzmap xml?delimiter Bamp ignoreFirstRecord falseamp splitRows true due to   Could not find a suitable setter for property   delimiter as there isn't a setter method with same type   java lang String nor type conversion possible   No type converter available to convert from type   java lang String to the required type   char with value   at org apache camel util ObjectHelper wrapRuntimeCamelException ObjectHelper java    at org apache camel spring SpringCamelContext onApplicationEvent SpringCamelContext java    at org apache camel spring CamelContextFactoryBean onApplicationEvent CamelContextFactoryBean java    at org springframework context event SimpleApplicationEventMulticaster multicastEvent SimpleApplicationEventMulticaster java    at org springframework context support AbstractApplicationContext publishEvent AbstractApplicationContext java    at org springframework context support AbstractApplicationContext finishRefresh AbstractApplicationContext java    at org springframework context support AbstractApplicationContext refresh AbstractApplicationContext java    at org springframework context support ClassPathXmlApplicationContext lt initgt  ClassPathXmlApplicationContext java    at org springframework context support ClassPathXmlApplicationContext lt initgt  ClassPathXmlApplicationContext java    at org apache camel spring Main createDefaultApplicationContext Main java    at org apache camel spring Main doStart Main java    at org apache camel impl ServiceSupport start ServiceSupport java    at org apache camel impl MainSupport run MainSupport java    at org apache camel impl MainSupport run MainSupport java    at org apache camel spring Main main Main java   If it's a bug  to solve it  it's just necessary to change the class org apache camel component flatpack DelimitedEndpoint as below    change the flied definition like this  and gettersetter to    private String delimiter   ' '  private String textQualifier   '''  and the the method createParser like this    public Parser createParser Exchange exchange  throws InvalidPayloadException  IOException Unknown macro     Reader bodyReader   ExchangeHelper getMandatoryInBody exchange  Reader class   Resource resource   getResource    if  delimiter    null || delimiter equals quot quot    delimiter   quot  quot   if  textQualifier    null || textQualifier equals quot quot    textQualifier   quot quot quot   if  resource    null    return getParserFactory   newDelimitedParser bodyReader  delimiter charAt    textQualifier charAt       else   return getParserFactory   newDelimitedParser new InputStreamReader resource getInputStream     bodyReader  delimiter charAt    textQualifier charAt    ignoreFirstRecord         
1;JettyHttpComponent doStop   shuts down all servers in the VM  not just those associated with the component   ;We are running several bundles in Karaf with separate Camel contexts  each of which uses the cameljetty component to expose services over HTTP  Each bundle has an assigned port and may listen on multiple URIs  We noticed that when we updated or shut down one of these bundles  all of the Jetty servers in the other bundles would stop listening on their respective ports The problem is that the map of ConnectorRef objects in JettyHttpComponent is static  and therefore shared across the entire VM  Changing this from static to an instance variable fixed the issue for us    
0;Archetype for creating component should have better sample component   ;The current sample is based on Direct component which is a bad sample as its a very special component We should do a HelloWorldComponent the producer will just print the message body to system out the consumer is scheduled and triggers every th second with a dummy exchange   
0;RouteBuilderRef should work out of the box with Spring  and dependency injection   ;Spring  changed internally how dependency resolution works  Its now worse as we have to play tricks in the Camel namespace handler to tell Camel the various pieces you can ref  should depend on Camel  Otherwise the dependency resolution in Spring is not working properly This used to work like a charm in Spring       
1;Out of Heap memory issues with CamelFile processing large files   ;CamelFile component throws heap memory issue when processing csv file which is about MB with k Lines  http  camel  n nabble comJavaheapspaceissuewithreadinglargeCSVfilett htmla   
0;Simple language  Allow unlimited usage of and or operators in expression   ;The simple language currently only allows using and or or operators once in the expression  We should allow unlimited usages of those    
0;Cache Component needs to check for null values during GET operations   ;EhCache often has a bit of lag time when invalidating expired cache elements  first setting the Element value to null and then removing the key  If you are hitting a cache rapidly one often will run across a key that is present in the cache that still has a null element entry The logic for successfully key retrieval just needs to be slightly tweaked to check for null values    
0;netty timeout exception   ;eventhough message was received by netty procuder  it thows a timeout exception after  secs  here is the route and log  as this is a basic functionality I think this is critical priority  from 'netty  tcp  localhost  ?textline trueamp sync true'  process new Processor     int i   public void process Exchange exchange  throws Exception   String body   exchange getIn   getBody String class   Thread sleep    exchange getOut   setBody 'Bye ' + body    if i++    throw new IOException 'custom exception'         from 'file  testtestresponse'   convertBodyTo String class   threads    to ExchangePattern InOut 'netty  tcp  localhost  ?textline trueamp sync true'   to 'log  +++ reply++++'            file  testtestresponse  FileConsumer DEBUG Total  files to consume          file  testtestresponse  FileConsumer DEBUG About to process file   GenericFile C  testtestresponsehello txt  using exchange   Exchange[GenericFileMessage with file   GenericFile C  testtestresponsehello txt ]       [ Camel Thread   Threads] SendProcessor DEBUG gt gt gt gt  Endpoint tcp  localhost    Exchange GenericFileMessage with body   hello        [ Camel Thread   Threads] NettyProducer DEBUG Creating connector to address   localhost         [ Camel Thread   Threads] NettyProducer DEBUG Writing body   hello       [ New IO client worker ] NettyProducer DEBUG Operation complete org jboss netty channel DefaultChannelFuture@dbd       [ New IO server worker ] ServerChannelHandler DEBUG Incoming message   hello       [ New IO server worker ] ServerChannelHandler DEBUG Writing body   Bye hello       [ New IO client worker ] ClientChannelHandler DEBUG Message received   Bye hello       [ New IO client worker ] SendProcessor DEBUG gt gt gt gt  Endpoint log  +++ reply++++  Exchange GenericFileMessage with body   Bye hello        [ New IO client worker ] +++ reply++++ INFO Exchange ExchangePattern  InOut  BodyType  String  Body  Bye hello        [ New IO client worker ] GenericFileOnCompletion DEBUG Done processing file   GenericFile C  testtestresponsehello txt  using exchange   Exchange GenericFileMessage with body   Bye hello        [ New IO client worker ] FileUtil DEBUG Tried  to delete file   C  testtestresponsehello txt camelLock with result   true       [ New IO client worker ] nericFileRenameProcessStrategy DEBUG Renaming file   GenericFile C  testtestresponsehello txt  to   GenericFile C  testtestresponse camelhello txt        [ New IO client worker ] FileUtil DEBUG Tried  to rename file   C  testtestresponsehello txt to   C  testtestresponse camelhello txt with result   true       [ Hashed wheel timer ] DefaultErrorHandler DEBUG Failed delivery for exchangeId   febdaafcd  On delivery attempt    caught   org apache camel ExchangeTimedOutException   The OUT message was not received within    millis  Exchange GenericFileMessage with body   Bye hello        [ Hashed wheel timer ] DefaultErrorHandler ERROR Failed delivery for exchangeId   febdaafcd  Exhausted after delivery attempt    caught   org apache camel ExchangeTimedOutException   The OUT message was not received within    millis  Exchange GenericFileMessage with body   Bye hello org apache camel ExchangeTimedOutException   The OUT message was not received within    millis  Exchange GenericFileMessage with body   Bye hello    
0;BeanConveter didn't try to covert the bean invocation argument rightly   ;Here is the mail thread about it http  camel  n nabble comBugintheBeanConverterclasstd htmla   
0;QuartzEndpoint does not set the job name properly   ;Looks like the job name argument is not se properly on the endpoint and defaults to the uri path Another nastier issue  for which I should have probably created a separate issue  is that the uri gets messed up if it does not have the double slashes after the scheme  as in 'quartz  lt urigt ' vs 'quartz  lt urigt '  and the @cron argument contains '?'  The workaround  arguably  is to start the uri with 'quartz     ' See nabble thread  Many thanks to SK for reporting this    
0;@QueryParam doesn't work for CxfBeans   ;Charle report an issue    after tracing the code I found the DefaultCxfBeanBinding doesn't put the http query string into the cxf message So the @QueryParam will not take effect on the resource beans   http  camel  n nabble comcamelcxfbeanJAXRsQueryParamtd htmla   
0;hawtdb  Should work in OSGi   ;The decode method in ObjectCodec should wrap the causes stacktrace in the wrapped IOException For example OSGi frameworks may be pesky and we want to be able to see whatever stacktrace it may thrown on you  public T decode DataInput dataIn  throws IOException   int size   dataIn readInt    byte[] data   new byte[size]  dataIn readFully data   ByteArrayInputStream bytesIn   new ByteArrayInputStream data   ObjectInputStream objectIn   new ObjectInputStream bytesIn   try   return  T  objectIn readObject      catch  ClassNotFoundException e    throw new IOException e getMessage        For being JDK   compatible you need to do it like public static IOException createIOException String message  Throwable cause    IOException answer   new IOException message   answer initCause cause   return answer      
0;Splitter EIP  The sub exchanges should not contains on completions from original Exchange   ;See nabblehttp  camel  n nabble comCamelcallingcommittooearlywhenusingsplitsedafileendpointtpp html   
0;Performancescalability issue for converter lookup   ;In a simple HTTPgt HTTP proxy scenario  whith a Jetty or a servlet endpoint  that does not matter  I observe a very severe performance regression between Camel     as in servicemix    and camel    running on a apache karaf    OSGi stack  On the same hardware I get a throughput of  messages per second with Camel     but only  messages per second on Camel     both servletgt HTTP   If I replace the http endpoint with a log endpoint the throughput will be about  messages per second in both cases I have done some profiling for this   The active CPU times as shown in the profiler remain approximately the same for both versions  however if I monitor wait times  I get very long wait times for org apache camel impl DefaultMessage getHeader java lang String java lang Class  calls  If I break this down I see the java beans PropertyEditorManager findEditor java lang Class  call in org apache camel impl converter PropertyEditorTypeConverter convertTo java lang Class java lang Object   The findEditor   method is synchronized and initializes some class loading which takes some time Why is it necessary to instantiate the type converter for each message?   
0;polling of feeds in FeedEntryPollingConsumer is broken    ;The FeedEntryPollingConsumer class implements the poll   method for the 'splitEntries' mode of the RssEndpoint is broken You can think of two ways that polling feeds could work    A feed is created  then one item is processed  then the delay  then process another item  This way the feed is kept between calls to poll     A feed is created  then all the items are processed  the feed is cleared  and then the delay But the way it presently works  A feed is created  one items is processed  and the feed is cleared  then the delay  and again the feed is created and the next item is cleared This is clearly wrong  Feed entries can be missed  because the index of the next item to process is stored over polls but the list isn't  Also this creates a big network overhead when polling very active feeds such as twitter search   This is easy to fix  In the below code  public void poll   throws Exception   Object feed   createFeed    populateList feed   while  hasNextEntry      Object entry   list get entryIndex   boolean valid   true  if  entryFilter !  null    valid   entryFilter isValidEntry endpoint  feed  entry     if  valid    Exchange exchange   endpoint createExchange feed  entry   getProcessor   process exchange    return and wait for the next poll to continue from last time  this consumer is stateful  return     The return  at line  of org apache camel component feed FeedEntryPollingConsumer  should be deleted    
0;Using $ in endpoint uri causes thread name parser to fail   ;See nabblehttp  camel  n nabble comHowtospecifyroutetofolderwithinactualnametpp html   
0;Support userdefined shutdown timeout for CamelTestSupport   ;Would be nice if CamelTestSupport could allow user to define the Shutdown timeout of CamelContext We at Neociclo are finding difficult to debug through JUnit tests because of the hardcoded s timeout public void setUp             context   createCamelContext    assertValidContext context    reduce default shutdown timeout to avoid waiting for  seconds  context getShutdownStrategy   setTimeout   ++ context getShutdownStrategy   setTimeout getShutdownTimeout         + protected int getShutdownTimeout    + return  +     
0;cxfbean creates another instance of the class instead of directly using the referenced bean   ;    this makes it impossible to inject properties to the @WebService classlt camelContextgt  lt routegt  lt from uri '    ' gt  lt to uri 'cxfbean  handler' gt  lt routegt lt camelContextgt lt bean id 'handler' class 'a b c Handler'gt  lt property name 'prop' value '' gt lt beangt when 'handler' is created by Spring  its 'prop' is set to ''when the cxfbean  handler is triggered  the 'prop' is null  because CXF created another instance of Handler instead of using the one created by Spring   
0;Use ActiveMQUuidGenerator as the default uuid generator as its faster than the JDK UUID generator   ;The Java UUID is too slow  Switching back to AMQ based will improve performance We should just have to switch to use the JDK UUID for the camelgae component as it cannot use the AMQ based    
0;Contextsensitive setting of default UuidGenerator   ;Use JavaUuidGenerator in GAE environment  otherwise use ActiveMQUuidGenerator as default UuidGenerator    
0;Route autoStartup configurable through Property   ;Using Camel   I want to make the usage of a certain route configurable through properties  lt camelContext id 'camel' trace 'true' xmlns 'http  camel apache orgschemaspring'gt  lt route id 'configurable_' autoStartup '  startup_  'gt  lt from uri 'direct  start_'gt  lt to uri 'mock  end_'gt  lt routegt  lt route id 'configurable_' autoStartup '  startup_  'gt  lt from uri 'direct  start_'gt  lt to uri 'mock  end_'gt  lt routegt lt camelContextgt But if I do use the PropertyPlaceholder on the CamelContext like below it works  lt camelContext id 'camel' trace 'true' autoStartup '  startup_context  'So is this a bug or should this work this way?   
0;OsgiDefaultCamelContext getTypeConverterRegistry   returns null   ;The showed up when using dozer as shown in http  camel apache orgdozertypeconversion html  whose DozerTypeConverterLoader tries to get the type converter registry using      TypeConverterRegistry registry   camelContext getTypeConverterRegistry      Plausible error  OsgiDefaultCamelContext java @Override protected TypeConverter createTypeConverter     return new OsgiTypeConverter bundleContext  getInjector      DefaultCamelContext javapublic TypeConverterRegistry getTypeConverterRegistry     if  typeConverterRegistry    null     init type converter as its lazy if  typeConverter    null    getTypeConverter       type converter is usually the default one that also is the registry if  typeConverter instanceof DefaultTypeConverter    typeConverterRegistry    DefaultTypeConverter  typeConverter      return typeConverterRegistry   Error  getTypeConverter   returns an OsgiTypeConverter OsgiTypeConverter does not inherit from DefaultTypeConverter  thus the instanceof returns false gt  null is returnedSolution  Lots of different ways to do this  and it's getting late here  In this case  maybe it's OsgiDefaultCamelContext's responsibility to also override getTypeConverterRegistry with something along the lines of  @Overridepublic TypeConverterRegistry getTypeConverterRegistry     if  typeConverterRegistry    null     init type converter as its lazy if  typeConverter    null    getTypeConverter       type converter is usually the default one that also is the registry if  typeConverter instanceof OsgiDefaultTypeConverter    typeConverterRegistry     OsgiDefaultTypeConverter  typeConverter  getRegistry        return typeConverterRegistry   We've employed an  ugly  workaround in a local version of DozerTypeConverterLoader java   TypeConverter typeConverter   camelContext getTypeConverter    DefaultTypeConverter registry   null  if  typeConverter instanceof DefaultTypeConverter    registry    DefaultTypeConverter typeConverter    else if  typeConverter instanceof OsgiTypeConverter    OsgiTypeConverter osgiTypeConverter    OsgiTypeConverter typeConverter  registry   osgiTypeConverter getRegistry        
0;camelftp   fileExist Fail not honored when producer works in FTP root path   ;when using a route with ftp producer such as    lt to uri 'ftp  user@host?fileExist Failamp fileName testamp password mypass' gt The route will not correctly fail if the fileName already exists It will work in any subdirectory   lt to uri 'ftp  user@hostmydir?fileExist Failamp fileName testamp password mypass' gt The root cause of the bug is an incorrect test in org apache camel util FileUtil onlyPath   in component camelcore This method returns null when the parameter string is ''  It should return '' The attached patch fixes the issue    
0;Aggregator EIP  Add option to ignore timeout completed   ;See nabblehttp  camel  n nabble comAggregatorHowtoremovefrompersistencytpp htmlgt  I was thinking about something like a removeOnTimeout  default false ofgt  course  that would use the existing completionTimeout attribute but changegt  its behavior to remove the aggregated message instead of publishing it gt   Yeah I can kinda see an use case for this  You are using the timeoutas a last resort to just say hey we could not aggregate this in letssay  hours So lets just ignore the message Having an option on the aggregate to just auto discard those messageon timeout would help there to avoid the CBR and checking yourself Just wondering if this is a use case others use? Its still kindadangerous to discard messages    
0;Add alternative start token for simple language to avoid clash with Spring PropertyPlaceholder   ;When using Spring property placeholders it will scan for $    tokens  which is the same set the Camel Simple language uses This makes it harder to configure file endpoints where the file name is a simple expression because Spring interferes So by introducing the $simple  as alternative start token  we can avoid the clash    
0;camelftp  Setting password and username using UserInfo on uri does not work   ;You should be able to set ftp endpoint uri as  'ftp  scott@localhost  ' + getPort   + 'deletefile?password tigeramp binary falseamp delete true'And when using password and username in the userinfo part of the uri  'ftp  tiger  scott@localhost  ' + getPort   + 'deletefile?binary falseamp delete true'The latter didn't work   
